order_detail_id,order_date,product_id,customer_id,territory_id,sales_order_number,sales_order_line_number,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah
SO52458-3,2018-08-12,478,11457,9,SO52458,3,1,139860,139860,52308.2,3497.2
SO52458-4,2018-08-12,234,11457,9,SO52458,4,1,699860,699860,538892.2,17497.2
SO52458-1,2018-08-12,361,11457,9,SO52458,1,1,32129860,32129860,17527738.2,803247.2
SO52469-5,2018-08-13,225,11406,7,SO52469,5,1,125860,125860,96912.2,3147.2
SO52469-4,2018-08-13,477,11406,7,SO52469,4,1,69860,69860,26128.2,1747.2
SO52469-3,2018-08-13,478,11406,7,SO52469,3,1,139860,139860,52308.2,3497.2
SO52469-2,2018-08-13,485,11406,7,SO52469,2,1,307720,307720,115087,7693
SO52469-1,2018-08-13,353,11406,7,SO52469,1,1,32479860,32479860,17718673,811997.2
SO52470-4,2018-08-13,225,11414,10,SO52470,4,1,125860,125860,96912.2,3147.2
SO52470-3,2018-08-13,217,11414,10,SO52470,3,1,489860,489860,183208.2,12247.2
SO52470-2,2018-08-13,537,11414,10,SO52470,2,1,490000,490000,183260,12250
SO52470-1,2018-08-13,357,11414,10,SO52470,1,1,32479860,32479860,17718673,811997.2
SO52472-2,2018-08-13,463,11176,6,SO52472,2,1,342860,342860,128230.2,8572.2
SO52472-1,2018-08-13,222,11176,6,SO52472,1,1,489860,489860,183208.2,12247.2
SO52473-1,2018-08-13,214,11276,6,SO52473,1,1,489860,489860,183208.2,12247.2
SO52474-2,2018-08-13,535,11113,9,SO52474,2,1,349860,349860,130848.2,8747.2
SO52474-3,2018-08-13,485,11113,9,SO52474,3,1,307720,307720,115087,7693
SO52474-1,2018-08-13,528,11113,9,SO52474,1,1,69860,69860,26128.2,1747.2
SO52483-2,2018-08-13,222,11223,6,SO52483,2,1,489860,489860,183208.2,12247.2
SO52483-1,2018-08-13,529,11223,6,SO52483,1,1,55860,55860,20892.2,1397.2
SO52484-2,2018-08-13,480,11331,6,SO52484,2,1,32060,32060,11991,802.2
SO52484-1,2018-08-13,539,11331,6,SO52484,1,1,349860,349860,130848.2,8747.2
SO52487-2,2018-08-13,487,11331,6,SO52487,2,1,769860,769860,287928.2,19247.2
SO52487-1,2018-08-13,530,11331,6,SO52487,1,1,69860,69860,26128.2,1747.2
SO52512-1,2018-08-13,363,11016,4,SO52512,1,1,32129860,32129860,17527738.2,803247.2
SO52512-2,2018-08-13,537,11016,4,SO52512,2,1,490000,490000,183260,12250
SO52512-3,2018-08-13,480,11016,4,SO52512,3,1,32060,32060,11991,802.2
SO52516-3,2018-08-13,477,11946,9,SO52516,3,1,69860,69860,26128.2,1747.2
SO52516-2,2018-08-13,478,11946,9,SO52516,2,1,139860,139860,52308.2,3497.2
SO52516-1,2018-08-13,597,11946,9,SO52516,1,1,7559860,7559860,4124115.8,188997.2
SO52523-3,2018-08-14,478,12123,10,SO52523,3,1,139860,139860,52308.2,3497.2
SO52523-2,2018-08-14,485,12123,10,SO52523,2,1,307720,307720,115087,7693
SO52523-1,2018-08-14,355,12123,10,SO52523,1,1,32479860,32479860,17718673,811997.2
SO52526-2,2018-08-14,480,11115,9,SO52526,2,1,32060,32060,11991,802.2
SO52526-1,2018-08-14,535,11115,9,SO52526,1,1,349860,349860,130848.2,8747.2
SO52533-3,2018-08-14,480,15631,10,SO52533,3,1,32060,32060,11991,802.2
SO52533-2,2018-08-14,536,15631,10,SO52533,2,1,419860,419860,157028.2,10497.2
SO52533-1,2018-08-14,590,15631,10,SO52533,1,1,10772860,10772860,5876897.6,269322.2
SO52535-2,2018-08-14,480,11176,6,SO52535,2,1,32060,32060,11991,802.2
SO52535-1,2018-08-14,538,11176,6,SO52535,1,1,300860,300860,112522.2,7522.2
SO52538-2,2018-08-14,528,11176,6,SO52538,2,1,69860,69860,26128.2,1747.2
SO52538-1,2018-08-14,535,11176,6,SO52538,1,1,349860,349860,130848.2,8747.2
SO52538-3,2018-08-14,237,11176,6,SO52538,3,1,699860,699860,538892.2,17497.2
SO52556-1,2018-08-14,541,11404,8,SO52556,1,1,405860,405860,151792.2,10147.2
SO52556-2,2018-08-14,530,11404,8,SO52556,2,1,69860,69860,26128.2,1747.2
SO52558-1,2018-08-14,537,11065,4,SO52558,1,1,490000,490000,183260,12250
SO52558-2,2018-08-14,480,11065,4,SO52558,2,1,32060,32060,11991,802.2
SO52558-3,2018-08-14,486,11065,4,SO52558,3,1,2226000,2226000,832524,55650
SO52560-3,2018-08-14,485,11231,1,SO52560,3,1,307720,307720,115087,7693
SO52560-2,2018-08-14,537,11231,1,SO52560,2,1,490000,490000,183260,12250
SO52560-1,2018-08-14,528,11231,1,SO52560,1,1,69860,69860,26128.2,1747.2
SO52561-2,2018-08-14,528,11500,6,SO52561,2,1,69860,69860,26128.2,1747.2
SO52561-3,2018-08-14,217,11500,6,SO52561,3,1,489860,489860,183208.2,12247.2
SO52561-4,2018-08-14,481,11500,6,SO52561,4,1,125860,125860,47072.2,3147.2
SO52561-1,2018-08-14,537,11500,6,SO52561,1,1,490000,490000,183260,12250
SO52566-1,2018-08-14,361,11227,4,SO52566,1,1,32129860,32129860,17527738.2,803247.2
SO52566-2,2018-08-14,485,11227,4,SO52566,2,1,307720,307720,115087,7693
SO52566-3,2018-08-14,477,11227,4,SO52566,3,1,69860,69860,26128.2,1747.2
SO52566-4,2018-08-14,478,11227,4,SO52566,4,1,139860,139860,52308.2,3497.2
SO52567-1,2018-08-14,355,11329,4,SO52567,1,1,32479860,32479860,17718673,811997.2
SO52576-1,2018-08-14,576,14940,8,SO52576,1,1,33376980,33376980,20747130.6,834425.2
SO52576-2,2018-08-14,214,14940,8,SO52576,2,1,489860,489860,183208.2,12247.2
SO52577-6,2018-08-15,482,11346,7,SO52577,6,1,125860,125860,47072.2,3147.2
SO52577-5,2018-08-15,228,11346,7,SO52577,5,1,699860,699860,538892.2,17497.2
SO52577-4,2018-08-15,217,11346,7,SO52577,4,1,489860,489860,183208.2,12247.2
SO52577-3,2018-08-15,537,11346,7,SO52577,3,1,490000,490000,183260,12250
SO52577-2,2018-08-15,528,11346,7,SO52577,2,1,69860,69860,26128.2,1747.2
SO52577-1,2018-08-15,355,11346,7,SO52577,1,1,32479860,32479860,17718673,811997.2
SO52579-2,2018-08-15,528,11098,9,SO52579,2,1,69860,69860,26128.2,1747.2
SO52579-1,2018-08-15,535,11098,9,SO52579,1,1,349860,349860,130848.2,8747.2
SO52615-2,2018-08-16,478,11432,7,SO52615,2,1,139860,139860,52308.2,3497.2
SO52615-1,2018-08-16,357,11432,7,SO52615,1,1,32479860,32479860,17718673,811997.2
SO52616-4,2018-08-16,473,11485,10,SO52616,4,1,889000,889000,332486,22225
SO52616-3,2018-08-16,477,11485,10,SO52616,3,1,69860,69860,26128.2,1747.2
SO52616-2,2018-08-16,478,11485,10,SO52616,2,1,139860,139860,52308.2,3497.2
SO52616-1,2018-08-16,353,11485,10,SO52616,1,1,32479860,32479860,17718673,811997.2
SO52626-2,2018-08-16,539,11019,6,SO52626,2,1,349860,349860,130848.2,8747.2
SO52626-3,2018-08-16,482,11019,6,SO52626,3,1,125860,125860,47072.2,3147.2
SO52626-1,2018-08-16,529,11019,6,SO52626,1,1,55860,55860,20892.2,1397.2
SO52634-2,2018-08-16,478,11330,6,SO52634,2,1,139860,139860,52308.2,3497.2
SO52634-1,2018-08-16,477,11330,6,SO52634,1,1,69860,69860,26128.2,1747.2
SO52649-1,2018-08-16,537,11081,4,SO52649,1,1,490000,490000,183260,12250
SO52649-2,2018-08-16,480,11081,4,SO52649,2,1,32060,32060,11991,802.2
SO52671-5,2018-08-17,483,11425,7,SO52671,5,1,1680000,1680000,628320,42000
SO52671-4,2018-08-17,485,11425,7,SO52671,4,1,307720,307720,115087,7693
SO52671-3,2018-08-17,528,11425,7,SO52671,3,1,69860,69860,26128.2,1747.2
SO52671-2,2018-08-17,537,11425,7,SO52671,2,1,490000,490000,183260,12250
SO52671-1,2018-08-17,355,11425,7,SO52671,1,1,32479860,32479860,17718673,811997.2
SO52682-1,2018-08-17,480,11142,6,SO52682,1,1,32060,32060,11991,802.2
SO52708-2,2018-08-17,485,11176,6,SO52708,2,1,307720,307720,115087,7693
SO52708-3,2018-08-17,482,11176,6,SO52708,3,1,125860,125860,47072.2,3147.2
SO52708-1,2018-08-17,537,11176,6,SO52708,1,1,490000,490000,183260,12250
SO52709-1,2018-08-17,537,11198,4,SO52709,1,1,490000,490000,183260,12250
SO52725-5,2018-08-17,217,12132,7,SO52725,5,1,489860,489860,183208.2,12247.2
SO52725-4,2018-08-17,487,12132,7,SO52725,4,1,769860,769860,287928.2,19247.2
SO52725-3,2018-08-17,530,12132,7,SO52725,3,1,69860,69860,26128.2,1747.2
SO52725-2,2018-08-17,541,12132,7,SO52725,2,1,405860,405860,151792.2,10147.2
SO52725-1,2018-08-17,561,12132,7,SO52725,1,1,33376980,33376980,20747130.6,834425.2
SO52731-3,2018-08-18,217,11378,7,SO52731,3,1,489860,489860,183208.2,12247.2
SO52731-2,2018-08-18,478,11378,7,SO52731,2,1,139860,139860,52308.2,3497.2
SO52731-1,2018-08-18,353,11378,7,SO52731,1,1,32479860,32479860,17718673,811997.2
SO52759-2,2018-08-18,487,11217,1,SO52759,2,1,769860,769860,287928.2,19247.2
SO52759-1,2018-08-18,357,11217,1,SO52759,1,1,32479860,32479860,17718673,811997.2
SO52762-1,2018-08-18,359,11534,4,SO52762,1,1,32129860,32129860,17527738.2,803247.2
SO52762-2,2018-08-18,485,11534,4,SO52762,2,1,307720,307720,115087,7693
SO52762-3,2018-08-18,465,11534,4,SO52762,3,1,342860,342860,128230.2,8572.2
SO52778-2,2018-08-19,479,11215,6,SO52778,2,1,125860,125860,47072.2,3147.2
SO52778-3,2018-08-19,222,11215,6,SO52778,3,1,489860,489860,183208.2,12247.2
SO52778-4,2018-08-19,228,11215,6,SO52778,4,1,699860,699860,538892.2,17497.2
SO52778-1,2018-08-19,477,11215,6,SO52778,1,1,69860,69860,26128.2,1747.2
SO52784-1,2018-08-19,359,11398,10,SO52784,1,1,32129860,32129860,17527738.2,803247.2
SO52789-2,2018-08-19,214,11078,6,SO52789,2,1,489860,489860,183208.2,12247.2
SO52789-3,2018-08-19,467,11078,6,SO52789,3,1,342860,342860,128230.2,8572.2
SO52789-1,2018-08-19,530,11078,6,SO52789,1,1,69860,69860,26128.2,1747.2
SO52828-2,2018-08-19,485,11523,6,SO52828,2,1,307720,307720,115087,7693
SO52828-3,2018-08-19,217,11523,6,SO52828,3,1,489860,489860,183208.2,12247.2
SO52828-1,2018-08-19,353,11523,6,SO52828,1,1,32479860,32479860,17718673,811997.2
SO52844-2,2018-08-20,214,11998,9,SO52844,2,1,489860,489860,183208.2,12247.2
SO52844-1,2018-08-20,578,11998,9,SO52844,1,1,17007900,17007900,10572111.2,425198.2
SO52846-1,2018-08-20,363,11382,7,SO52846,1,1,32129860,32129860,17527738.2,803247.2
SO52893-2,2018-08-21,463,11507,6,SO52893,2,1,342860,342860,128230.2,8572.2
SO52893-1,2018-08-21,529,11507,6,SO52893,1,1,55860,55860,20892.2,1397.2
SO52912-1,2018-08-21,537,11023,4,SO52912,1,1,490000,490000,183260,12250
SO52912-2,2018-08-21,528,11023,4,SO52912,2,1,69860,69860,26128.2,1747.2
SO52912-3,2018-08-21,485,11023,4,SO52912,3,1,307720,307720,115087,7693
SO52912-4,2018-08-21,490,11023,4,SO52912,4,1,755860,755860,582012.2,18897.2
SO52933-2,2018-08-22,477,11059,9,SO52933,2,1,69860,69860,26128.2,1747.2
SO52933-3,2018-08-22,225,11059,9,SO52933,3,1,125860,125860,96912.2,3147.2
SO52933-4,2018-08-22,489,11059,9,SO52933,4,1,755860,755860,582012.2,18897.2
SO52933-1,2018-08-22,479,11059,9,SO52933,1,1,125860,125860,47072.2,3147.2
SO52956-1,2018-08-22,359,11317,1,SO52956,1,1,32129860,32129860,17527738.2,803247.2
SO52957-1,2018-08-22,359,11162,4,SO52957,1,1,32129860,32129860,17527738.2,803247.2
SO52957-2,2018-08-22,222,11162,4,SO52957,2,1,489860,489860,183208.2,12247.2
SO52959-2,2018-08-22,480,11459,9,SO52959,2,1,32060,32060,11991,802.2
SO52959-1,2018-08-22,355,11459,9,SO52959,1,1,32479860,32479860,17718673,811997.2
SO52965-1,2018-08-23,353,11492,8,SO52965,1,1,32479860,32479860,17718673,811997.2
SO52965-2,2018-08-23,222,11492,8,SO52965,2,1,489860,489860,183208.2,12247.2
SO52966-1,2018-08-23,363,11351,10,SO52966,1,1,32129860,32129860,17527738.2,803247.2
SO52967-3,2018-08-23,478,11353,10,SO52967,3,1,139860,139860,52308.2,3497.2
SO52967-2,2018-08-23,477,11353,10,SO52967,2,1,69860,69860,26128.2,1747.2
SO52967-1,2018-08-23,363,11353,10,SO52967,1,1,32129860,32129860,17527738.2,803247.2
SO52968-1,2018-08-23,222,11212,6,SO52968,1,1,489860,489860,183208.2,12247.2
SO52998-1,2018-08-23,355,11528,4,SO52998,1,1,32479860,32479860,17718673,811997.2
SO52998-2,2018-08-23,485,11528,4,SO52998,2,1,307720,307720,115087,7693
SO52998-3,2018-08-23,478,11528,4,SO52998,3,1,139860,139860,52308.2,3497.2
SO52998-4,2018-08-23,477,11528,4,SO52998,4,1,69860,69860,26128.2,1747.2
SO52998-5,2018-08-23,467,11528,4,SO52998,5,1,342860,342860,128230.2,8572.2
SO53005-2,2018-08-24,222,11493,10,SO53005,2,1,489860,489860,183208.2,12247.2
SO53005-1,2018-08-24,363,11493,10,SO53005,1,1,32129860,32129860,17527738.2,803247.2
SO53006-1,2018-08-24,355,11395,8,SO53006,1,1,32479860,32479860,17718673,811997.2
SO53006-2,2018-08-24,478,11395,8,SO53006,2,1,139860,139860,52308.2,3497.2
SO53007-1,2018-08-24,225,11530,6,SO53007,1,1,125860,125860,96912.2,3147.2
SO53020-1,2018-08-24,530,11203,6,SO53020,1,1,69860,69860,26128.2,1747.2
SO53023-2,2018-08-24,529,11277,6,SO53023,2,1,55860,55860,20892.2,1397.2
SO53023-3,2018-08-24,214,11277,6,SO53023,3,1,489860,489860,183208.2,12247.2
SO53023-1,2018-08-24,540,11277,6,SO53023,1,1,456400,456400,170693.6,11410
SO53026-1,2018-08-24,535,11176,6,SO53026,1,1,349860,349860,130848.2,8747.2
SO53041-2,2018-08-24,530,11566,7,SO53041,2,1,69860,69860,26128.2,1747.2
SO53041-1,2018-08-24,541,11566,7,SO53041,1,1,405860,405860,151792.2,10147.2
SO53041-3,2018-08-24,480,11566,7,SO53041,3,1,32060,32060,11991,802.2
SO53042-2,2018-08-24,528,11277,6,SO53042,2,1,69860,69860,26128.2,1747.2
SO53042-3,2018-08-24,480,11277,6,SO53042,3,1,32060,32060,11991,802.2
SO53042-1,2018-08-24,537,11277,6,SO53042,1,1,490000,490000,183260,12250
SO53055-1,2018-08-24,363,11326,4,SO53055,1,1,32129860,32129860,17527738.2,803247.2
SO53055-2,2018-08-24,528,11326,4,SO53055,2,1,69860,69860,26128.2,1747.2
SO53055-3,2018-08-24,537,11326,4,SO53055,3,1,490000,490000,183260,12250
SO53055-4,2018-08-24,214,11326,4,SO53055,4,1,489860,489860,183208.2,12247.2
SO53056-1,2018-08-24,363,11297,4,SO53056,1,1,32129860,32129860,17527738.2,803247.2
SO53056-2,2018-08-24,537,11297,4,SO53056,2,1,490000,490000,183260,12250
SO53056-3,2018-08-24,528,11297,4,SO53056,3,1,69860,69860,26128.2,1747.2
SO53056-4,2018-08-24,222,11297,4,SO53056,4,1,489860,489860,183208.2,12247.2
SO53062-2,2018-08-24,477,12011,9,SO53062,2,1,69860,69860,26128.2,1747.2
SO53062-3,2018-08-24,478,12011,9,SO53062,3,1,139860,139860,52308.2,3497.2
SO53062-4,2018-08-24,473,12011,9,SO53062,4,1,889000,889000,332486,22225
SO53062-1,2018-08-24,599,12011,9,SO53062,1,1,7559860,7559860,4124115.8,188997.2
SO53068-1,2018-08-25,363,11470,8,SO53068,1,1,32129860,32129860,17527738.2,803247.2
SO53069-1,2018-08-25,483,11203,6,SO53069,1,1,1680000,1680000,628320,42000
SO53080-1,2018-08-25,484,11122,9,SO53080,1,1,111300,111300,41626.2,2783.2
SO53085-1,2018-08-25,529,11178,4,SO53085,1,1,55860,55860,20892.2,1397.2
SO53085-2,2018-08-25,471,11178,4,SO53085,2,1,889000,889000,332486,22225
SO53085-3,2018-08-25,217,11178,4,SO53085,3,1,489860,489860,183208.2,12247.2
SO53088-1,2018-08-25,480,11226,1,SO53088,1,1,32060,32060,11991,802.2
SO53089-2,2018-08-25,463,11200,6,SO53089,2,1,342860,342860,128230.2,8572.2
SO53089-1,2018-08-25,530,11200,6,SO53089,1,1,69860,69860,26128.2,1747.2
SO53092-2,2018-08-25,528,11185,6,SO53092,2,1,69860,69860,26128.2,1747.2
SO53092-3,2018-08-25,214,11185,6,SO53092,3,1,489860,489860,183208.2,12247.2
SO53092-4,2018-08-25,237,11185,6,SO53092,4,1,699860,699860,538892.2,17497.2
SO53092-5,2018-08-25,225,11185,6,SO53092,5,1,125860,125860,96912.2,3147.2
SO53092-1,2018-08-25,535,11185,6,SO53092,1,1,349860,349860,130848.2,8747.2
SO53093-2,2018-08-25,540,11331,6,SO53093,2,1,456400,456400,170693.6,11410
SO53093-3,2018-08-25,463,11331,6,SO53093,3,1,342860,342860,128230.2,8572.2
SO53093-1,2018-08-25,529,11331,6,SO53093,1,1,55860,55860,20892.2,1397.2
SO53121-1,2018-08-25,353,11160,4,SO53121,1,1,32479860,32479860,17718673,811997.2
SO53121-2,2018-08-25,480,11160,4,SO53121,2,1,32060,32060,11991,802.2
SO53122-1,2018-08-25,357,11298,4,SO53122,1,1,32479860,32479860,17718673,811997.2
SO53122-2,2018-08-25,477,11298,4,SO53122,2,1,69860,69860,26128.2,1747.2
SO53122-3,2018-08-25,225,11298,4,SO53122,3,1,125860,125860,96912.2,3147.2
SO53122-4,2018-08-25,478,11298,4,SO53122,4,1,139860,139860,52308.2,3497.2
SO53126-1,2018-08-25,359,11460,9,SO53126,1,1,32129860,32129860,17527738.2,803247.2
SO53132-1,2018-08-25,575,14428,8,SO53132,1,1,33376980,33376980,20747130.6,834425.2
SO53132-2,2018-08-25,541,14428,8,SO53132,2,1,405860,405860,151792.2,10147.2
SO53133-2,2018-08-26,222,11997,9,SO53133,2,1,489860,489860,183208.2,12247.2
SO53133-1,2018-08-26,577,11997,9,SO53133,1,1,17007900,17007900,10572111.2,425198.2
SO53134-5,2018-08-26,484,11479,7,SO53134,5,1,111300,111300,41626.2,2783.2
SO53134-4,2018-08-26,480,11479,7,SO53134,4,1,32060,32060,11991,802.2
SO53134-3,2018-08-26,528,11479,7,SO53134,3,1,69860,69860,26128.2,1747.2
SO53134-2,2018-08-26,537,11479,7,SO53134,2,1,490000,490000,183260,12250
SO53134-1,2018-08-26,363,11479,7,SO53134,1,1,32129860,32129860,17527738.2,803247.2
SO53135-3,2018-08-26,225,11413,10,SO53135,3,1,125860,125860,96912.2,3147.2
SO53135-2,2018-08-26,485,11413,10,SO53135,2,1,307720,307720,115087,7693
SO53135-1,2018-08-26,357,11413,10,SO53135,1,1,32479860,32479860,17718673,811997.2
SO53142-1,2018-08-26,491,11505,6,SO53142,1,1,755860,755860,582012.2,18897.2
SO53143-2,2018-08-26,234,11520,6,SO53143,2,1,699860,699860,538892.2,17497.2
SO53143-3,2018-08-26,482,11520,6,SO53143,3,1,125860,125860,47072.2,3147.2
SO53143-1,2018-08-26,529,11520,6,SO53143,1,1,55860,55860,20892.2,1397.2
SO53169-3,2018-08-26,480,11525,1,SO53169,3,1,32060,32060,11991,802.2
SO53169-2,2018-08-26,537,11525,1,SO53169,2,1,490000,490000,183260,12250
SO53169-1,2018-08-26,355,11525,1,SO53169,1,1,32479860,32479860,17718673,811997.2
SO53172-2,2018-08-26,214,17648,7,SO53172,2,1,489860,489860,183208.2,12247.2
SO53172-1,2018-08-26,569,17648,7,SO53172,1,1,10392900,10392900,6460227.2,259823.2
SO53176-1,2018-08-26,361,11096,9,SO53176,1,1,32129860,32129860,17527738.2,803247.2
SO53198-1,2018-08-27,480,11321,1,SO53198,1,1,32060,32060,11991,802.2
SO53200-2,2018-08-27,538,11530,6,SO53200,2,1,300860,300860,112522.2,7522.2
SO53200-1,2018-08-27,225,11530,6,SO53200,1,1,125860,125860,96912.2,3147.2
SO53205-2,2018-08-27,536,11330,6,SO53205,2,1,419860,419860,157028.2,10497.2
SO53205-3,2018-08-27,483,11330,6,SO53205,3,1,1680000,1680000,628320,42000
SO53205-1,2018-08-27,528,11330,6,SO53205,1,1,69860,69860,26128.2,1747.2
SO53229-3,2018-08-27,222,11255,1,SO53229,3,1,489860,489860,183208.2,12247.2
SO53229-2,2018-08-27,537,11255,1,SO53229,2,1,490000,490000,183260,12250
SO53229-1,2018-08-27,528,11255,1,SO53229,1,1,69860,69860,26128.2,1747.2
SO53235-2,2018-08-27,480,11303,1,SO53235,2,1,32060,32060,11991,802.2
SO53235-1,2018-08-27,361,11303,1,SO53235,1,1,32129860,32129860,17527738.2,803247.2
SO53237-2,2018-08-27,222,11002,9,SO53237,2,1,489860,489860,183208.2,12247.2
SO53237-1,2018-08-27,561,11002,9,SO53237,1,1,33376980,33376980,20747130.6,834425.2
SO53240-1,2018-08-28,363,11421,8,SO53240,1,1,32129860,32129860,17527738.2,803247.2
SO53241-1,2018-08-28,361,11423,8,SO53241,1,1,32129860,32129860,17527738.2,803247.2
SO53241-2,2018-08-28,485,11423,8,SO53241,2,1,307720,307720,115087,7693
SO53242-2,2018-08-28,217,11482,10,SO53242,2,1,489860,489860,183208.2,12247.2
SO53242-1,2018-08-28,353,11482,10,SO53242,1,1,32479860,32479860,17718673,811997.2
SO53243-1,2018-08-28,217,11331,6,SO53243,1,1,489860,489860,183208.2,12247.2
SO53273-3,2018-08-28,217,11293,1,SO53273,3,1,489860,489860,183208.2,12247.2
SO53273-2,2018-08-28,537,11293,1,SO53273,2,1,490000,490000,183260,12250
SO53273-1,2018-08-28,528,11293,1,SO53273,1,1,69860,69860,26128.2,1747.2
SO53280-3,2018-08-28,478,11274,1,SO53280,3,1,139860,139860,52308.2,3497.2
SO53280-2,2018-08-28,477,11274,1,SO53280,2,1,69860,69860,26128.2,1747.2
SO53280-1,2018-08-28,361,11274,1,SO53280,1,1,32129860,32129860,17527738.2,803247.2
SO53281-1,2018-08-28,359,11299,4,SO53281,1,1,32129860,32129860,17527738.2,803247.2
SO53281-2,2018-08-28,485,11299,4,SO53281,2,1,307720,307720,115087,7693
SO53281-3,2018-08-28,483,11299,4,SO53281,3,1,1680000,1680000,628320,42000
SO53282-1,2018-08-28,363,11319,4,SO53282,1,1,32129860,32129860,17527738.2,803247.2
SO53282-2,2018-08-28,485,11319,4,SO53282,2,1,307720,307720,115087,7693
SO53282-3,2018-08-28,217,11319,4,SO53282,3,1,489860,489860,183208.2,12247.2
SO53290-2,2018-08-29,222,11429,7,SO53290,2,1,489860,489860,183208.2,12247.2
SO53290-1,2018-08-29,363,11429,7,SO53290,1,1,32129860,32129860,17527738.2,803247.2
SO53299-1,2018-08-29,529,11087,4,SO53299,1,1,55860,55860,20892.2,1397.2
SO53299-2,2018-08-29,486,11087,4,SO53299,2,1,2226000,2226000,832524,55650
SO53325-1,2018-08-29,537,11193,1,SO53325,1,1,490000,490000,183260,12250
SO53326-2,2018-08-29,480,11314,1,SO53326,2,1,32060,32060,11991,802.2
SO53326-1,2018-08-29,537,11314,1,SO53326,1,1,490000,490000,183260,12250
SO53337-3,2018-08-29,477,11944,9,SO53337,3,1,69860,69860,26128.2,1747.2
SO53337-2,2018-08-29,478,11944,9,SO53337,2,1,139860,139860,52308.2,3497.2
SO53337-4,2018-08-29,487,11944,9,SO53337,4,1,769860,769860,287928.2,19247.2
SO53337-1,2018-08-29,596,11944,9,SO53337,1,1,7559860,7559860,4124115.8,188997.2
SO53350-3,2018-08-30,222,11379,7,SO53350,3,1,489860,489860,183208.2,12247.2
SO53350-2,2018-08-30,485,11379,7,SO53350,2,1,307720,307720,115087,7693
SO53350-1,2018-08-30,355,11379,7,SO53350,1,1,32479860,32479860,17718673,811997.2
SO53359-2,2018-08-30,488,11200,6,SO53359,2,1,755860,755860,582012.2,18897.2
SO53359-1,2018-08-30,529,11200,6,SO53359,1,1,55860,55860,20892.2,1397.2
SO53385-2,2018-08-30,537,11287,6,SO53385,2,1,490000,490000,183260,12250
SO53385-3,2018-08-30,222,11287,6,SO53385,3,1,489860,489860,183208.2,12247.2
SO53385-4,2018-08-30,482,11287,6,SO53385,4,1,125860,125860,47072.2,3147.2
SO53385-1,2018-08-30,528,11287,6,SO53385,1,1,69860,69860,26128.2,1747.2
SO53392-1,2018-08-30,359,11461,9,SO53392,1,1,32129860,32129860,17527738.2,803247.2
SO53399-3,2018-08-31,234,11343,10,SO53399,3,1,699860,699860,538892.2,17497.2
SO53399-2,2018-08-31,214,11343,10,SO53399,2,1,489860,489860,183208.2,12247.2
SO53399-1,2018-08-31,363,11343,10,SO53399,1,1,32129860,32129860,17527738.2,803247.2
SO53414-2,2018-08-31,231,11262,6,SO53414,2,1,699860,699860,538892.2,17497.2
SO53414-1,2018-08-31,539,11262,6,SO53414,1,1,349860,349860,130848.2,8747.2
SO53626-1,2018-09-01,484,11498,6,SO53626,1,1,111300,111300,41626.2,2783.2
SO53629-1,2018-09-01,480,11218,1,SO53629,1,1,32060,32060,11991,802.2
SO53632-2,2018-09-01,529,11331,6,SO53632,2,1,55860,55860,20892.2,1397.2
SO53632-3,2018-09-01,487,11331,6,SO53632,3,1,769860,769860,287928.2,19247.2
SO53632-4,2018-09-01,484,11331,6,SO53632,4,1,111300,111300,41626.2,2783.2
SO53632-1,2018-09-01,540,11331,6,SO53632,1,1,456400,456400,170693.6,11410
SO53647-1,2018-09-01,530,11377,8,SO53647,1,1,69860,69860,26128.2,1747.2
SO53647-2,2018-09-01,541,11377,8,SO53647,2,1,405860,405860,151792.2,10147.2
SO53647-3,2018-09-01,234,11377,8,SO53647,3,1,699860,699860,538892.2,17497.2
SO53656-1,2018-09-01,355,11908,9,SO53656,1,1,32479860,32479860,17718673,811997.2
SO53664-1,2018-09-02,355,12305,10,SO53664,1,1,32479860,32479860,17718673,811997.2
SO53666-1,2018-09-02,483,11176,6,SO53666,1,1,1680000,1680000,628320,42000
SO53667-2,2018-09-02,480,11071,9,SO53667,2,1,32060,32060,11991,802.2
SO53667-1,2018-09-02,535,11071,9,SO53667,1,1,349860,349860,130848.2,8747.2
SO53679-4,2018-09-02,217,12321,7,SO53679,4,1,489860,489860,183208.2,12247.2
SO53679-3,2018-09-02,479,12321,7,SO53679,3,1,125860,125860,47072.2,3147.2
SO53679-2,2018-09-02,477,12321,7,SO53679,2,1,69860,69860,26128.2,1747.2
SO53679-1,2018-09-02,374,12321,7,SO53679,1,1,34206900,34206900,21769270.6,855173.2
SO53682-2,2018-09-02,539,11253,6,SO53682,2,1,349860,349860,130848.2,8747.2
SO53682-3,2018-09-02,217,11253,6,SO53682,3,1,489860,489860,183208.2,12247.2
SO53682-1,2018-09-02,529,11253,6,SO53682,1,1,55860,55860,20892.2,1397.2
SO53684-2,2018-09-02,536,11142,6,SO53684,2,1,419860,419860,157028.2,10497.2
SO53684-3,2018-09-02,214,11142,6,SO53684,3,1,489860,489860,183208.2,12247.2
SO53684-1,2018-09-02,528,11142,6,SO53684,1,1,69860,69860,26128.2,1747.2
SO53694-1,2018-09-02,490,11551,7,SO53694,1,1,755860,755860,582012.2,18897.2
SO53708-2,2018-09-02,485,11538,4,SO53708,2,1,307720,307720,115087,7693
